,year,model,config,mileage,drivetrain,transmission,ext_color,int_color,price,owners,ori_price,good_deal_margin,deal,hotornot,sellin,carfax,dealer,dealer_rating,dealer_review_number,dealer_zipcode,consumer_rating,consumer_review_number,vin
371,2015,Model S,70,16815,RWD,Automatic,Black,Black,51995,1,,57450.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Carmel Motors,4.1,53.0,46032.0,4.8,41,5YJSA1E16FF100417
372,2016,Model S,90D,14780,AWD,Automatic,Black,Other,61371,1,,65610.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Penske Honda,3.9,182.0,46240.0,4.8,27,5YJSA1E22GF135692
375,2017,Model X,P100D,1960,AWD,Automatic,Blue,Other,116541,1,,121282.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Penske Honda,3.9,182.0,46240.0,4.9,17,5YJXCAE47HF037924
377,2015,Model S,90D,36902,AWD,Automatic,White,Other,68500,more than 1,,68428.0,Good,NOT HOT,,CARFAX Report,Raptor Automotive,4.3,13.0,46818.0,4.8,41,5YJSA1V40FF100469
378,2014,Model S,Performance,23885,RWD,Automatic,White,Gray,43995,1,,48910.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Godspeed Motors,4.7,57.0,28269.0,4.9,33,5YJSA1H15EFP61866
380,2017,Model S,,9735,AWD,Automatic,Black,Other,74880,1,,60562.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Bobby Rahal Motorcar Company,4.2,90.0,15090.0,4.7,25,5YJSA1E22HF190208
381,2016,Model S,P100D,2009,AWD,Automatic,Black,Other,100850,1,102000.0,100351.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Mercedes-Benz of Buffalo,,,14221.0,4.8,27,5YJSA1E47GF172366
382,2013,Model S,,39505,RWD,Automatic,Black,Gray,36995,1,,37466.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Maximum Auto Outlet,2.6,363.0,20111.0,4.9,47,5YJSA1CG2DFP09167
383,2014,Model S,Base,45420,RWD,Automatic,Black,Beige,41995,more than 1,,40281.0,Fair,NOT HOT,,CARFAX Report,Imperial Highline,4.6,29.0,20111.0,4.9,33,5YJSA1H16EFP34076
389,2013,Model S,Base,118112,RWD,Automatic,Green,Black,31995,more than 1,,29826.0,Fair,NOT HOT,,CARFAX Report,Imperial Highline,4.6,29.0,20111.0,4.9,47,5YJSA1DN4DFP04162
390,2015,Model S,85D,15139,RWD,Automatic,Red,Beige,52995,more than 1,,50082.0,Fair,NOT HOT,,CARFAX Report,Imperial Highline,4.6,29.0,20111.0,4.8,41,5YJSA1E10FF109551
395,2013,Model S,Base,45202,RWD,Other / Unknown,Gray,Gray,36995,more than 1,,35131.0,Fair,NOT HOT,,CARFAX Report,Imperial Highline,4.6,29.0,20111.0,4.9,47,5YJSA1CG4DFP03810
400,2015,Model S,85D,28200,AWD,Automatic,Red,Black,44962,1,45995.0,49938.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Carbone Hyundai of Yorkville,4.7,295.0,13495.0,4.8,41,5YJSA4H24FFP73065
410,2014,Model S,Base,9300,RWD,Automatic,Gray,Black,49991,1,,53476.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Choice Auto Center,3.9,15.0,1545.0,4.9,33,5YJSA1S11EFP30378
411,2013,Model S,Performance,49614,RWD,Automatic,Black,Gray,42989,more than 1,,40212.0,Fair,NOT HOT,,Free CARFAX Report,Jones Junction Hyundai,4.2,89.0,21047.0,4.9,47,5YJSA1DP8DFP25615
412,2012,Model S,Signature Performance,6590,RWD,Automatic,White,Black,41900,more than 1,,46149.0,Good,NOT HOT,,Free CARFAX Report,CarTopia,4.4,27.0,7060.0,4.6,11,5YJSA1DPXCFS00280
413,2017,Model S,90D,24410,AWD,Automatic,Black,Black,68800,1,,73417.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Autolinx,4.5,9.0,94590.0,4.7,25,5YJSA1E24HF195314
415,2015,Model S,85D,28825,AWD,Automatic,Gray,Other,50777,1,,53620.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Maserati of Anaheim Hills,1.0,4.0,92887.0,4.8,41,5YJSA1H21FFP71532
416,2013,Model S,Base,71044,RWD,Automatic,Black,Black,33600,1,34300.0,36502.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Carvana,4.4,321.0,80202.0,4.9,47,5YJSA1AC6DFP10161
417,2016,Model X,P90D,12679,AWD,Automatic,Other,Other,79556,more than 1,,70641.0,Fair,NOT HOT,,Free CARFAX Report,Jaguar Land Rover Bethesda,3.8,53.0,20852.0,5.0,12,5YJXCAE46GF005464
418,2012,Model S,Signature Performance,64580,RWD,Automatic,Silver,Other,35500,1,,35490.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Asay Auto,3.8,29.0,84042.0,4.6,11,5YJSA1DN2CFS00336
419,2014,Model S,Performance,51635,RWD,Automatic,Red,Beige,37499,1,38900.0,43113.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,ALM Kia South,4.6,1739.0,30291.0,4.9,33,5YJSA1H14EFP35971
420,2014,Model S,Base,55794,RWD,Automatic,Green,Beige,35595,1,,35130.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Jidd Motors,4.7,1418.0,60016.0,4.9,33,5YJSA1S12EFP28543
421,2014,Model S,Performance,53630,RWD,Automatic,Red,Other,46995,1,,48866.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Quantum Auto Sales,4.7,71.0,92025.0,4.9,33,5YJSA1H14EFP46517
423,2014,Model S,Base,40609,RWD,Automatic,Black,Beige,37588,1,,40081.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Haims Motors Ft. Lauderdale,4.7,403.0,33313.0,4.9,33,5YJSA1S11EFP60576
424,2015,Model S,70D,39970,AWD,Automatic,Gray,Black,40377,1,,42915.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Wholesale Inc.,4.8,340.0,37122.0,4.8,41,5YJSA1S21FF095740
425,2018,Model X,75D,6021,AWD,Automatic,Blue,Black,85991,1,87991.0,90427.0,Good,HOT CAR,4.0,Free CARFAX 1-Owner Report,Bentley Atlanta,4.9,11.0,30009.0,5.0,5,5YJXCBE20JF109461
428,2017,Model S,75D,27859,AWD,Automatic,Black,Black,58575,1,,56067.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Tom Naquin Chevrolet Cadillac Nissan,4.6,42.0,46514.0,4.7,25,5YJSA1E2XHF192255
430,2015,Model S,60,31660,RWD,Automatic,Silver,Black,42888,1,,48631.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Private Collection Motors,4.0,52.0,92627.0,4.8,41,5YJSA1S12FF098976
431,2016,Model S,70D,18896,RWD,Automatic,Black,Black,46899,1,,50909.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Motor Cars of Nashville,4.3,40.0,37122.0,4.8,27,5YJSA1E15GF131174
432,2016,Model S,75D,3639,AWD,Automatic,Silver,Black,64800,more than 1,,60338.0,Fair,NOT HOT,,Free CARFAX Report,Chicago Motor Cars,4.7,542.0,60185.0,4.8,27,5YJSA1E21GF169333
433,2017,Model X,90D,16034,AWD,Automatic,Other,Other,84888,1,89888.0,88275.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Chicago Auto Place,3.9,233.0,60106.0,4.9,17,5YJXCAE28HF051409
434,2012,Model S,Signature Performance,41772,RWD,Automatic,Blue,Beige,41300,1,,44983.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Hollywood Auto Center Inc.,,,91606.0,4.6,11,5YJSA1CP0CFP01650
435,2017,Model S,100D,32429,AWD,Automatic,Gray,Black,69998,more than 1,,77948.0,Good,NOT HOT,,CARFAX Report,CarMax Irvine,5.0,4.0,92618.0,4.7,25,5YJSA1E29HF190982
436,2016,Model X,75D,7120,AWD,Automatic,Silver,Black,70977,1,72777.0,76367.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,INFINITI of Hoffman Estates,4.8,1092.0,60169.0,5.0,12,5YJXCAE23GF016162
437,2016,Model S,70D,37567,AWD,Automatic,Blue,Black,51977,1,,45856.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Ultimo Motors East,4.1,104.0,60559.0,4.8,27,5YJSA1E20GF133861
438,2016,Model S,70,49619,RWD,Automatic,Gray,Beige,41999,1,,41389.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Las Vegas Auto Sport,3.4,10.0,89103.0,4.8,27,5YJSA1E10GF121958
439,2016,Model S,P90D,48014,AWD,Automatic,Gray,Black,63999,more than 1,,59797.0,Fair,NOT HOT,,CARFAX Report,Performance Motors,,,84042.0,4.8,27,5YJSA1E4XGF128135
440,2016,Model S,P90D,11150,AWD,Automatic,Red,Black,79000,1,,71264.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Priced Rite Auto,,,68528.0,4.8,27,5YJSA1E43GF141843
442,2013,Model S,Performance,28565,RWD,Automatic,Blue,Beige,40895,more than 1,,45872.0,Good,NOT HOT,,CARFAX Report,Auto Holding,4.3,779.0,7205.0,4.9,47,5YJSA1DP4DFP04101
443,2012,Model S,Performance,64085,RWD,Automatic,Other,Beige,35841,1,,43844.0,Great,HOT CAR,11.0,Free CARFAX 1-Owner Report,East Bay MINI,5.0,21.0,94588.0,4.6,11,5YJSA1CP3CFP02808
445,2012,Model S,Performance,45030,RWD,Automatic,Other,White,36888,1,,48448.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,Private Collection Motors,4.0,52.0,92627.0,4.6,11,5YJSA1DN1CFS00120
446,2013,Model S,Base,15559,RWD,Automatic,White,Black,43995,more than 1,,41440.0,Fair,NOT HOT,,Free CARFAX Report,O.C. AUTOHAUS,4.3,67.0,92683.0,4.9,47,5YJSA1BC3DFP10116
447,2013,Model S,Performance,62448,RWD,Automatic,Blue,Beige,39995,1,,40547.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Specialties Automotive Group,,,84014.0,4.9,47,5YJSA1CP1DFP05420
448,2018,Model S,75D,14701,AWD,Automatic,Black,Other,64000,more than 1,65770.0,69865.0,Good,HOT CAR,10.0,Free AutoCheck Report,Sarasota Ford,4.9,714.0,34236.0,4.8,5,5YJSA1E26JF248830
449,2015,Model S,70D-1 OWNER AUTOPILOT ENABLED ROOF SUBZERO PACKAGE,17038,AWD,Automatic,White,Black,49888,1,,57514.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,Chicago Auto Place,3.9,233.0,60106.0,4.8,41,5YJSA1E25FF116634
450,2015,Model S,70D,19773,AWD,Automatic,White,Other,44997,1,,48067.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,World Class Motors,3.9,64.0,46060.0,4.8,41,5YJSA1E24FF117418
451,2015,Model S,85D,14125,AWD,Automatic,White,Other,49988,1,,52903.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Rolls-Royce Motor Cars Raleigh,4.8,69.0,27616.0,4.8,41,5YJSA1H2XFF085862
452,2017,Model S,75,23476,RWD,Automatic,Silver,Black,52555,1,,57341.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Pearson Buick GMC,5.0,22.0,94087.0,4.7,25,5YJSA1E11HF206549
454,2017,Model S,90D,12000,AWD,Automatic,Gray,Black,69900,1,,73549.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Diablo Motors Auto Sales,5.0,5.0,94583.0,4.7,25,5YJSA1E28HF195316
455,2013,Model S,Performance,11954,RWD,Automatic,Blue,Other,44950,more than 1,,48993.0,Good,HOT CAR,5.0,Free CARFAX Report,Luxury Auto Plex LLC,4.0,11.0,97225.0,4.9,47,5YJSA1DP0DFP05178
456,2015,Model S,90D AUTOPILOT,14167,AWD,Automatic,Black,Beige,53885,1,,51337.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Private Collection Motors,4.0,52.0,92627.0,4.8,41,5YJSA1E2XFF119089
457,2016,Model X,90D,23930,AWD,Automatic,Blue,Black,79995,1,,77830.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,O.C. AUTOHAUS,4.3,67.0,92683.0,5.0,12,5YJXCBE27GF001539
458,2018,Model 3,Long Range Only 5k Miles Panoramic Roof Nav,5448,RWD,Automatic,White,Black,46995,1,,52672.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Freeman Motor Company of Portland,3.8,18.0,97219.0,4.5,69,5YJ3E1EA8JF005794
460,2015,Model S,70D,44260,AWD,Automatic,Blue,Other,43991,more than 1,,43507.0,Fair,NOT HOT,,Free CARFAX Report,Excellent Choice Auto Sales,,,98204.0,4.8,41,5YJSA1S22FF084942
465,2018,Model X,100D,8760,AWD,Automatic,Silver,Black,99950,1,,99867.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Park Place LTD,2.4,18.0,98005.0,5.0,5,5YJXCDE24JF104484
466,2016,Model X,90D,35992,AWD,Automatic,Black,Black,71499,1,,66152.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Las Vegas Auto Sport,3.4,10.0,89103.0,5.0,12,5YJXCAE23GF002312
469,2017,Model S,75D,20500,AWD,Automatic,Other,Black,64900,1,,68559.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Blinker Private Party - Denver,,,80202.0,4.7,25,5YJSA1E21HF219276
474,2018,Model 3,BASE,6843,RWD,Automatic,Black,Black,49900,more than 1,,53968.0,Good,NOT HOT,,Free CARFAX Report,Blinker Private Party - Denver,,,80202.0,4.5,69,5YJ3E1EA8JF003933
476,2018,Model 3,Long Range,2193,RWD,Automatic,Black,Black,46995,1,,52528.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,ICON Exotics,,,77057.0,4.5,69,5YJ3E1EA7JF098338
479,2015,Model S,70D,20524,AWD,Automatic,White,Black,48996,1,,54391.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,"Certified Autoplex, Inc.",4.8,1330.0,75006.0,4.8,41,5YJSA1S25FF092016
480,2015,Model S,85D,60994,AWD,Automatic,Red,Black,44989,more than 1,,47156.0,Good,NOT HOT,,Free CARFAX Report,Auto Centrix,5.0,6.0,75006.0,4.8,41,5YJSA1H23FF085203
481,2016,Model S,90D,5624,AWD,Automatic,Red,Black,60989,1,,65026.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Auto Centrix,5.0,6.0,75006.0,4.8,27,5YJSA1E23GF131201
482,2016,Model S,85D,54809,AWD,Automatic,Black,Black,49997,1,,49604.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,North American Auto Group,,,70806.0,4.8,27,5YJSA1E2XGF126609
483,2018,Model 3,Mid Range Battery RWD,1096,RWD,Automatic,Black,Other,52999,1,,55269.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Jaguar Land Rover Minneapolis,4.2,418.0,55426.0,4.5,69,5YJ3E1EA5JF157385
484,2015,Model S,60,42879,RWD,Automatic,Black,Other,41490,1,,42358.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,"Discovery Auto Center, LLC",3.9,37.0,33612.0,4.8,41,5YJSA1S15FFP68472
486,2015,Model S,90D,96900,AWD,Automatic,Black,Black,53000,1,,46699.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Sunshine Auto Mall,5.0,211.0,32817.0,4.8,41,5YJSA1V42FF100330
488,2017,Model X,75D,9662,AWD,Automatic,Blue,Other,75987,more than 1,,75928.0,Good,NOT HOT,,Free AutoCheck Report,Audi North Orlando,3.5,175.0,32771.0,4.9,17,5YJXCDE23HF053733
490,2014,Model S,P85D,33785,AWD,Automatic,Gray,Other,51555,1,52555.0,57809.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Sam Jidd Luxury LLC,3.9,7.0,60018.0,4.9,33,5YJSA1H23EFP62748
496,2018,Model X,AWD 75D 4dr SUV,10530,AWD,Automatic,White,Black,74460,1,,73429.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Texas Direct Auto,2.9,1654.0,77477.0,5.0,5,5YJXCAE23JF102594
498,2015,Model S,85D,30946,AWD,Automatic,Gray,Other,44555,more than 1,45555.0,47091.0,Good,NOT HOT,,Free CARFAX Report,Sam Jidd Luxury LLC,3.9,7.0,60018.0,4.8,41,5YJSA1E27FF109314
499,2015,Model S,85,45360,RWD,Automatic,White,Beige,43985,1,,47037.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Jidd Motors,4.7,1418.0,60016.0,4.8,41,5YJSA1H14FF084522
500,2016,Model X,75D,21143,AWD,Automatic,Silver,White,69900,1,,76001.0,Good,HOT CAR,11.0,Free CARFAX 1-Owner Report,"Arnie Bauer Cadillac, Buick, GMC",4.6,559.0,60443.0,5.0,12,5YJXCAE24GF025744
501,2016,Model S,85D,28988,AWD,Automatic,Silver,Beige,48500,more than 1,,53673.0,Good,NOT HOT,,Free AutoCheck Report,Price Pro,4.8,527.0,43537.0,4.8,27,5YJSA1E26GF130284
502,2015,Model S,85D,53650,AWD,Automatic,Silver,Gray,48995,more than 1,,48111.0,Fair,NOT HOT,,CARFAX Report,Imperial Highline,4.6,29.0,20111.0,4.8,41,5YJSA1H2XFFP76583
504,2014,Model S,Base,28127,RWD,Automatic,Silver,Beige,46995,more than 1,,43028.0,Fair,NOT HOT,,CARFAX Report,Imperial Highline,4.6,29.0,20111.0,4.9,33,5YJSA1H16EFP56840
507,2015,Model S,85D,43171,AWD,Automatic,Gray,Beige,49995,more than 1,,48601.0,Fair,NOT HOT,,CARFAX Report,Imperial Highline,4.6,29.0,20111.0,4.8,41,5YJSA1H24FFP70472
508,2015,Model S,85D,52097,AWD,Automatic,Black,Black,48495,more than 1,,48139.0,Fair,NOT HOT,,CARFAX Report,Imperial Highline,4.6,29.0,20111.0,4.8,41,5YJSA1H25FF083047
509,2015,Model S,85D,36571,AWD,Automatic,Red,Beige,53495,more than 1,,49827.0,Fair,NOT HOT,,CARFAX Report,Imperial Highline,4.6,29.0,20111.0,4.8,41,5YJSA1H27FFP74421
511,2013,Model S,Base,52000,RWD,Other / Unknown,Blue,Gray,35950,1,,35270.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,West Coast Motor Sports,5.0,2.0,91204.0,4.9,47,5YJSA1CN5DFP17620
512,2013,Model S,Base,71885,RWD,Automatic,Black,Beige,33880,more than 1,,38985.0,Great,NOT HOT,,Free CARFAX Report,Auto Quest,4.6,57.0,98108.0,4.9,47,5YJSA1AC2DFP10996
514,2015,Model S,90D,46471,AWD,Automatic,White,Beige,46495,1,50995.0,51271.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Georgia Luxury Cars,4.4,144.0,30060.0,4.8,41,5YJSA1H2XFFP70847
515,2014,Model S,Performance,48423,RWD,Automatic,Black,Black,46950,more than 1,,48506.0,Good,NOT HOT,,Free CARFAX Report,Park Place LTD,2.4,18.0,98005.0,4.9,33,5YJSA1H12EFP51120
518,2015,Model S,85D,43059,AWD,Automatic,Blue,Beige,48888,1,,49426.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Private Collection Motors,4.0,52.0,92627.0,4.8,41,5YJSA1H29FF100724
519,2014,Model S,Performance,19654,RWD,Automatic,Black,Gray,47950,more than 1,,47386.0,Fair,NOT HOT,,Free CARFAX Report,Roadsport,,,95008.0,4.9,33,5YJSA1H13EFP32088
521,2017,Model X,90D,15446,AWD,Automatic,White,Black,76999,1,77750.0,69724.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,ALM Kia South,4.6,1739.0,30291.0,4.9,17,5YJXCDE24HF043633
522,2013,Model S,Base,66060,RWD,Automatic,Silver,Other,36989,more than 1,,37163.0,Good,NOT HOT,,Free CARFAX Report,Mercedes-Benz of Salem,5.0,171.0,97302.0,4.9,47,5YJSA1CN1DFP18022
523,2013,Model S,Performance,44095,RWD,Automatic,Black,Black,43500,more than 1,,43820.0,Good,NOT HOT,,Free CARFAX Report,Luxury Auto Collection,3.0,6.0,85258.0,4.9,47,5YJSA1CP9DFP06539
532,2016,Model X,AWD 75D 4dr SUV,35494,AWD,Automatic,Blue,Black,67040,1,,73252.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Texas Direct Auto,2.9,1654.0,77477.0,5.0,12,5YJXCBE29GF013238
536,2016,Model S,75D,21450,AWD,Automatic,Black,Beige,58795,more than 1,,63382.0,Good,NOT HOT,,Free AutoCheck Report,CARSMITH MOTORS,5.0,5.0,94538.0,4.8,27,5YJSA1E20GF144097
537,2017,Model X,100D,4749,AWD,Automatic,Silver,White,91245,1,,96845.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,O.C. AUTOHAUS,4.3,67.0,92683.0,4.9,17,5YJXCDE29HF052263
539,2013,Model S,Performance,31893,RWD,Automatic,Red,Black,49863,1,,53791.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Platinum Autos,4.8,75.0,98004.0,4.9,47,5YJSA1CP0DFP09457
540,2017,Model S,75,16183,RWD,Automatic,Black,Black,53785,1,54492.0,57619.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,AutoNation Chrysler Dodge Jeep Ram Bellevue,4.4,264.0,98004.0,4.7,25,5YJSA1E17HF202506
541,2017,Model S,AWD 90D 4dr Liftback,27260,AWD,Automatic,Red,Black,68230,1,,81481.0,Great,HOT CAR,11.0,Free CARFAX 1-Owner Report,Vroom (Online Dealer - Nationwide Delivery),3.8,788.0,83651.0,4.7,25,5YJSA1E29HF186415
550,2012,Model S,Signature Performance,56028,RWD,Automatic,Other,Black,41888,1,,44329.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Platinum Autos,4.8,75.0,98004.0,4.6,11,5YJSA1DP3CFP02662
554,2013,Model S,Base,54568,RWD,Automatic,Green,Black,39900,more than 1,,35012.0,Fair,NOT HOT,,Free CARFAX Report,Specialties Automotive Group,,,84014.0,4.9,47,5YJSA1CN8DFP22519
568,2015,Model S,60,28602,RWD,Automatic,White,Black,38995,1,39995.0,45302.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Highline Auto Sales,4.6,272.0,60527.0,4.8,41,5YJSA1S14FF099532
569,2014,Model S,Base,29214,RWD,Automatic,White,Gray,37900,1,,42008.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,German Concepts,3.0,42.0,46561.0,4.9,33,5YJSA1S10EFP32008
572,2015,Model S,70D,29763,AWD,Automatic,Gray,Black,43495,1,44295.0,48469.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,BM Motorcars,4.5,818.0,7065.0,4.8,41,5YJSA1E24FF115071
583,2016,Model S,70D,60219,AWD,Automatic,White,Black,44980,1,,43306.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Radical Auto,4.7,11.0,91505.0,4.8,27,5YJSA1E22GF127804
593,2014,Model S,Base,19206,RWD,Automatic,Black,Black,49995,1,,54792.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,AUTOSOURCE,2.0,11.0,96814.0,4.9,33,5YJSA1S12EFP57444
594,2008,Roadste,,28850,RWD,Automatic,Black,Black,49995,more than 1,,54394.0,Good,NOT HOT,,Free CARFAX Report,Silicon Valley Enthusiast,,,94544.0,4.8,4,5YJRE11B481000124
596,2016,Model X,60D,51725,AWD,Automatic,White,Other,65000,1,,58791.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,private_seller,4.3,4.0,90291.0,5.0,12,5YJXCAE22GF015603
599,2014,Model S,Base,20995,RWD,Automatic,Black,Beige,39995,more than 1,,45277.0,Good,NOT HOT,,CARFAX Report,South Bay Pre-Owned,3.8,24.0,90717.0,4.9,33,5YJSA1S11EFP37217
600,2013,Model S,Performance,122942,RWD,Automatic,Gray,Black,32885,1,,35471.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Private Collection Motors,4.0,52.0,92627.0,4.9,47,5YJSA1CPXDFP18358
601,2017,Model X,75D,14500,AWD,Automatic,Silver,Other,73900,1,,77830.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,private_seller,4.5,3.0,98122.0,4.9,17,5YJXCDE24HF049545
602,2017,Model S,100D,13199,AWD,Automatic,Silver,Beige,89973,1,,91535.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Platinum Autos,4.8,75.0,98004.0,4.7,25,5YJSA1E2XHF188352
606,2015,Model S,60,47400,RWD,Automatic,Black,Other,43000,more than 1,,45624.0,Good,HOT CAR,7.0,Free CARFAX Report,private_seller,,,90802.0,4.8,41,5YJSA1S10FFP41485
607,2012,Model S,Performance,81418,RWD,Automatic,Black,Gray,35982,more than 1,,33250.0,Fair,NOT HOT,,Free AutoCheck Report,Dekalb Sycamore Chevrolet Cadillac GMC,4.6,64.0,60178.0,4.6,11,5YJSA1CP8CFP02495
608,2016,Model S,70D,4749,RWD,Automatic,Gray,Other,47855,1,48855.0,45988.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Sam Jidd Luxury LLC,3.9,7.0,60018.0,4.8,27,5YJSA1E13GF123686
609,2016,Model X,75D,24637,AWD,Automatic,Black,Black,74988,more than 1,,71953.0,Fair,NOT HOT,,Free CARFAX Report,iDeal Motors,5.0,28.0,92627.0,5.0,12,5YJXCAE21GF015625
610,2014,Model S,Base,74000,RWD,Automatic,Brown,Other,33629,more than 1,,40327.0,Great,NOT HOT,,Free CARFAX Report,private_seller,3.0,2.0,97209.0,4.9,33,5YJSA1S17EFP38727
613,2014,Model S,Base,18923,RWD,Other / Unknown,Blue,Beige,42499,1,,47987.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Las Vegas Auto Sport,3.4,10.0,89103.0,4.9,33,5YJSA1H17EFP36905
615,2013,Model S,Performance,48054,RWD,Other / Unknown,Red,Beige,35982,1,36780.0,40162.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Mercedes-Benz of Stevens Creek,4.7,781.0,95129.0,4.9,47,5YJSA1DPXDFP09559
616,2016,Model X,P90D AWD 4dr SUV,22009,AWD,Automatic,Blue,Beige,74999,1,,71508.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Las Vegas Auto Sport,3.4,10.0,89103.0,5.0,12,5YJXCAE44GF001901
617,2018,Model S,75D,18610,AWD,Automatic,Black,Black,63995,1,,67729.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,D & C Motor Company,4.7,88.0,97267.0,4.8,5,5YJSA1E2XJF248801
618,2015,Model S,85D,31849,AWD,Automatic,Blue,Beige,47886,1,48786.0,53740.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Specialized Sales & Leasing,3.8,98.0,84101.0,4.8,41,5YJSA1E26FF106601
619,2016,Model S,75D,26000,AWD,Automatic,Blue,Black,58495,more than 1,,60338.0,Good,NOT HOT,,CARFAX Report,private_seller,5.0,10.0,60610.0,4.8,27,5YJSA1E26GF160465
623,2014,Model S,Base,50360,RWD,Automatic,Black,Black,38995,more than 1,,38378.0,Fair,NOT HOT,,CARFAX Report,ANF Auto Finance,3.8,116.0,77091.0,4.9,33,5YJSA1S19EFP49938
628,2015,Model S,85,35000,RWD,Automatic,Gray,Black,45997,more than 1,,50057.0,Good,NOT HOT,,CARFAX Report,Fred's Executive Auto,4.7,76.0,22191.0,4.8,41,5YJSA1H14FFP78594
631,2015,Model S,90D,43612,AWD,Automatic,Silver,Other,59855,1,,58388.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Sam Jidd Luxury LLC,3.9,7.0,60018.0,4.8,41,5YJSA1E46FF116904
634,2015,Model S,60,26939,RWD,Automatic,Red,Black,47000,more than 1,,52368.0,Good,NOT HOT,,Free CARFAX Report,Luxury Auto Collection,3.0,6.0,85258.0,4.8,41,5YJSA1S14FFP77101
635,2013,Model S,Base,62454,RWD,Automatic,Black,Black,34995,more than 1,,35105.0,Good,NOT HOT,,Free CARFAX Report,California Car Company,3.3,13.0,92821.0,4.9,47,5YJSA1AC6DFP10595
