,year,model,config,mileage,drivetrain,transmission,ext_color,int_color,price,owners,ori_price,good_deal_margin,deal,hotornot,sellin,carfax,dealer,dealer_rating,dealer_review_number,dealer_zipcode,consumer_rating,consumer_review_number,vin
1361,2016,Model S,75,59500,RWD,Automanual,Blue,Black,48000,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.8,27,
1362,2013,Model S,Performance,98000,RWD,Automatic,Gray,Black,31750,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.9,47,
1363,2015,Model S,P85D,45500,AWD,Automatic,Red,Gray,46900,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.8,41,
1364,2017,Model S,75,22000,AWD,Automatic,Gray,White,64000,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.7,25,
1365,2015,Model S,70D,30000,Unknown,Automatic,Gray,Black,40995,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.8,41,
1366,2018,Model 3,Long Range,17950,RWD,Automatic,White,Black,51500,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.5,69,
1367,2018,Model 3,Performance,7867,AWD,Automatic,Black,Black,57500,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.5,69,
1368,2014,Model S,Performance,85000,Unknown,Automatic,Blue,White,31000,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.9,33,
1369,2018,Model S,75D,7000,4x2/2-wheel drive,Automatic,Gray,White,72500,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.8,5,
1370,2018,Model S,75D,11600,Unknown,Automatic,White,Black,68700,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.8,5,
1371,2017,Model S,75D,16500,AWD,Automanual,Blue,Black,67999,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.7,25,
1372,2016,Model X,75D,29100,AWD,Automatic,Gray,Black,64500,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,5.0,12,
1373,2013,Model S,Base,44500,RWD,Automatic,White,Black,38000,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.9,47,
1374,2013,Model S,Performance,75000,Unknown,Automatic,White,Gray,42000,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.9,47,
1375,2013,Model S,Base,65000,RWD,Automatic,Gray,Black,33999,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.9,47,
1376,2018,Model 3,Long Range,12000,RWD,Automatic,White,Black,48900,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.5,69,
1377,2016,Model X,90D,14000,AWD,Automatic,Blue,Black,82000,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,5.0,12,
1378,2013,Model S,Performance,109000,RWD,Automatic,White,Black,32000,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.9,47,
1379,2013,Model S,Base,84500,RWD,Automatic,Black,Beige,29200,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.9,47,
1380,2013,Model S,Base,31000,AWD,Automanual,Blue,Beige,33000,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.9,47,
1381,2017,Model S,90D,25000,AWD,Automatic,Blue,Black,69000,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.7,25,
1382,2018,Model 3,Performance,1650,AWD,CVT,Black,Black,54900,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.5,69,5yj3e1eb4jf148198
1383,2014,Model S,Performance,38000,RWD,Automatic,Green,Beige,37000,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,private_seller,,,,4.9,33,5yjsa1h16efp40038
1384,2013,Model S,Performance,74781,4x2/2-wheel drive,Automatic,White,Black,32999,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.9,47,
1385,2014,Model S,Base,43443,4x2/2-wheel drive,Automatic,Gray,Black,39500,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.9,33,
1386,2018,Model 3,Long Range,11450,RWD,Automatic,Blue,Black,40000,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.5,69,
1387,2015,Model S,,61521,AWD,Automatic,Black,Other,Not Priced,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Bob Stallings Hyundai,4.8,59.0,75232.0,4.8,41,5YJSA1E43FF114303
1388,2016,Model X,75D,44979,AWD,Automatic,Gray,White,63900,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Blinker Private Party - Dallas,,,75201.0,5.0,12,5YJXCBE2XGF015208
1389,2015,Model S,P85D,19840,AWD,Automatic,Blue,Beige,59248,more than 1,,,not_rating,HOT CAR,10.0,CARFAX Report,Castle Hills Motors,2.4,8.0,75056.0,4.8,41,5YJSA1H4XFF093896
1390,2017,Model S,75,16950,RWD,Automatic,White,Black,58800,1,,60903.0,Good,HOT CAR,8.0,Free CARFAX 1-Owner Report,Dallas Truck World,4.6,35.0,75150.0,4.7,25,5YJSA1E19HF218948
1392,2015,Model S,60,31674,RWD,Automatic,White,Black,39599,1,,44587.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,OffLeaseOnly.com The Nation's Used Car Destination,4.9,15230.0,75081.0,4.8,41,5YJSA1S19FF081964
1394,2017,Model X,100D,20969,AWD,Automatic,Black,Black,79995,more than 1,,88939.0,Good,HOT CAR,10.0,Free CARFAX Report,Jaguar Land Rover Tulsa,4.8,9.0,74145.0,4.9,17,5YJXCDE27HF050754
1395,2018,Model 3,RANGE BATTERY,745,RWD,Automatic,Black,Other,51997,1,,63830.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,North American Auto Group,,,70806.0,4.5,69,5YJ3E1EA3JF157210
1396,2016,Model X,P90D,36842,AWD,Automatic,Silver,Beige,79900,more than 1,,66517.0,Fair,NOT HOT,,Free CARFAX Report,Priced Rite Auto,,,68528.0,5.0,12,5YJXCAE49GF000467
1397,2016,Model X,P90D,16041,AWD,Automatic,Black,Black,84900,more than 1,,87731.0,Good,HOT CAR,7.0,Free CARFAX Report,Ocean Mazda,3.5,120.0,33172.0,5.0,12,5YJXCAE43GF003641
1398,2016,Model X,75D,18917,AWD,Automatic,Black,Black,69820,more than 1,,72054.0,Good,NOT HOT,,CARFAX Report,AutoNation Chevrolet Coral Gables,4.3,245.0,33134.0,5.0,12,5YJXCAE28GF010924
1401,2017,Model X,75D,8348,AWD,Automatic,Black,White,79950,more than 1,,82818.0,Good,NOT HOT,,Free CARFAX Report,Prestige Imports,4.4,22.0,33181.0,4.9,17,5YJXCDE23HF068880
1402,2016,Model S,70D,24771,AWD,Automatic,Blue,Black,Not Priced,more than 1,,,not_rating,NOT HOT,,CARFAX Report,"United Traders, Inc",,,72117.0,4.8,27,5YJSA1E27GF122811
1403,2016,Model S,70,25564,RWD,Automatic,Silver,Gray,39990,1,,50517.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,Auto Show Sales & Service,4.8,338.0,33317.0,4.8,27,5YJSA1E1XGF133258
1404,2015,Model S,85D,26187,AWD,Automatic,Gray,Black,42990,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Auto Show Sales & Service,4.8,338.0,33317.0,4.8,41,5YJSA1E26FF118554
1407,2016,Model X,75D,26784,AWD,Automatic,White,Black,Not Priced,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,BMW of Columbia,5.0,489.0,65203.0,5.0,12,5YJXCBE4XGF011290
1408,2018,Model 3,Range Battery RWD,19032,RWD,Automatic,Black,Black,Not Priced,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Mercedes-Benz of Columbia,5.0,462.0,65203.0,4.5,69,5YJ3E1EA1JF013851
1409,2013,Model S,Base,106182,RWD,Other / Unknown,White,Beige,36995,more than 1,,34758.0,Fair,HOT CAR,11.0,Free AutoCheck Report,"City Auto Sales, LLC",4.7,155.0,38128.0,4.9,47,5YJSA1DP7DFP07641
1410,2012,Model S,Signature,73270,RWD,Other / Unknown,Red,Beige,36995,more than 1,,38473.0,Good,HOT CAR,11.0,Free AutoCheck Report,"City Auto Sales, LLC",4.7,155.0,38128.0,4.6,11,5YJSA1DN2CFS00899
1411,2015,Model S,85D,21537,AWD,Automatic,Blue,Beige,46995,more than 1,,49148.0,Good,HOT CAR,11.0,Free AutoCheck Report,"City Auto Sales, LLC",4.7,155.0,38128.0,4.8,41,5YJSA1E24FF113482
1412,2013,Model S,Base,49978,RWD,Other / Unknown,Brown,Gray,36995,more than 1,,40044.0,Good,HOT CAR,11.0,Free AutoCheck Report,"City Auto Sales, LLC",4.7,155.0,38128.0,4.9,47,5YJSA1CN6DFP06108
1414,2016,Model S,,139168,RWD,Automatic,Black,Gray,37900,more than 1,,42421.0,Good,NOT HOT,,CARFAX Report,Sunshine Auto Mall,5.0,211.0,32817.0,4.8,27,5YJSA1E17GF120354
1418,2016,Model X,90D,35160,AWD,Automatic,Silver,Other,Not Priced,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,H & W Motor Company Inc.,,,36801.0,5.0,12,5YJXCBE27GF020964
1421,2018,Model 3,Long Range,2148,AWD,Automatic,Gray,White,48981,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,BMW of Nashville,4.5,401.0,37027.0,4.5,69,5YJ3E1EB1JF147302
1425,2016,Model X,P90D,34343,AWD,Automatic,Gray,Beige,70450,1,70950.0,69796.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Marietta Luxury Motors,4.7,1621.0,30060.0,5.0,12,5YJXCAE41GF000415
1426,2012,Model S,Base,53605,RWD,Automatic,White,Beige,35990,more than 1,,,not_rating,HOT CAR,11.0,CARFAX Report,Nesh Auto Sales,3.2,5.0,30076.0,4.6,11,5YJSA1DP3CFS00962
1427,2016,Model S,75,27376,RWD,Automatic,White,White,54999,more than 1,,60777.0,Good,HOT CAR,10.0,CARFAX Report,Motorpoint Roswell,3.8,23.0,30075.0,4.8,27,5YJSA1E10GF151915
1428,2017,Model X,P100D,26030,AWD,Automatic,Blue,White,109999,more than 1,,112634.0,Good,NOT HOT,,Free CARFAX Report,XL Auto Group,4.6,54.0,60101.0,4.9,17,5YJXCBE44HF052824
1429,2013,Model S,Base,34970,RWD,Automatic,Gray,Gray,31995,1,,36505.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Highline Auto Sales,4.6,272.0,60527.0,4.9,47,5YJSA1CG3DFP22459
1430,2015,Model S,P85D,83323,AWD,Automatic,Blue,Beige,45995,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Highline Auto Sales,4.6,272.0,60527.0,4.8,41,5YJSA1H45FF081882
1431,2013,Model S,Performance,121182,RWD,Automatic,Gray,Other,31995,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,Highline Auto Sales,4.6,272.0,60527.0,4.9,47,5YJSA1CP9DFP07447
1432,2015,Model S,85D,55090,AWD,Automatic,Other,Black,43995,1,44995.0,45538.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Highline Auto Sales,4.6,272.0,60527.0,4.8,41,5YJSA1H28FF080174
1433,2016,Model S,70D,44676,AWD,Automatic,Black,Black,41995,1,42995.0,43336.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Highline Auto Sales,4.6,272.0,60527.0,4.8,27,5YJSA1E29GF130375
1434,2016,Model X,70D,23169,AWD,Automatic,White,Other,68555,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Sam Jidd Luxury LLC,3.9,7.0,60018.0,5.0,12,5YJXCBE28GF017605
1435,2015,Model S,85D,63108,AWD,Automatic,Blue,Other,38855,1,39555.0,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Sam Jidd Luxury LLC,3.9,7.0,60018.0,4.8,41,5YJSA1E2XFF115432
1436,2016,Model S,90D,24082,AWD,Automatic,Blue,Other,51555,1,,55241.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Sam Jidd Luxury LLC,3.9,7.0,60018.0,4.8,27,5YJSA1E20GF128482
1437,2016,Model S,70D,24719,RWD,Automatic,Blue,Other,39855,1,40555.0,45921.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,Sam Jidd Luxury LLC,3.9,7.0,60018.0,4.8,27,5YJSA1E12GF128944
1438,2015,Model S,85D,36870,RWD,Automatic,Blue,Other,38555,1,39555.0,47037.0,Great,NOT HOT,,Free CARFAX 1-Owner Report,Sam Jidd Luxury LLC,3.9,7.0,60018.0,4.8,41,5YJSA1E14FF114896
1439,2018,Model S,75D,7139,AWD,Automatic,Black,Other,61555,1,,64860.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Sam Jidd Luxury LLC,3.9,7.0,60018.0,4.8,5,5YJSA1E27JF280797
1440,2018,Model S,75D,3584,AWD,Automatic,Black,Other,61855,1,,64860.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Sam Jidd Luxury LLC,3.9,7.0,60018.0,4.8,5,5YJSA1E2XJF293656
1441,2016,Model X,P90D,40376,AWD,Automatic,White,Other,73555,more than 1,,,not_rating,NOT HOT,,Free CARFAX Report,Sam Jidd Luxury LLC,3.9,7.0,60018.0,5.0,12,5YJXCAE46GF000958
1442,2018,Model X,75D,3600,AWD,Automatic,Black,Black,Not Priced,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Jennings Chevy / VW,4.8,1507.0,60025.0,5.0,5,5YJXCDE29JF101242
1443,2016,Model S,90D,24001,AWD,Automatic,Black,Black,58840,1,,61940.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Leachman Buick GMC Cadillac,3.0,96.0,42104.0,4.8,27,5YJSA1E29GF125242
1444,2017,Model X,100D,25172,AWD,Automatic,Red,White,48000,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.9,17,
1445,2018,Model 3,Long Range,2500,RWD,Automanual,Black,Black,43000,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,4.5,69,
1458,2016,Model S,,38085,AWD,Automatic,Blue,Beige,50895,1,,46149.0,Fair,HOT CAR,8.0,Free CARFAX 1-Owner Report,Auto Boutique,4.4,47.0,43204.0,4.8,27,5YJSA1E23GF128685
1460,2015,Model S,85D,38205,AWD,Automatic,Black,Other,Not Priced,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Smart Chevrolet,4.1,171.0,27025.0,4.8,41,5YJSA1H2XFF082475
1462,2016,Model S,70D,15838,AWD,Automatic,Blue,Beige,43990,1,,46280.0,Good,HOT CAR,6.0,Free CARFAX 1-Owner Report,NextGear Motors,4.4,7.0,27603.0,4.8,27,5YJSA1E20GF130653
1463,2016,Model S,90D,40601,AWD,Automatic,Silver,Gray,46995,1,,,not_rating,HOT CAR,11.0,Free CARFAX 1-Owner Report,RDU Auto Sales,5.0,107.0,27610.0,4.8,27,5YJSA1E20GF131592
1464,2015,Model S,90D,45509,AWD,Automatic,Black,Beige,56995,more than 1,,,not_rating,NOT HOT,,CARFAX Report,RDU Auto Sales,5.0,107.0,27610.0,4.8,41,5YJSA1E40FF109091
1465,2016,Model X,P90D,18342,AWD,Automatic,White,Black,84991,more than 1,,87930.0,Good,HOT CAR,11.0,CARFAX Report,Cleveland Motorsports,5.0,15.0,44070.0,5.0,12,5YJXCBE42GF003071
1471,2016,Model S,P90D,18920,AWD,Automatic,Black,Other,Not Priced,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Volvo Cars of Exeter,5.0,9.0,3833.0,4.8,27,5YJSA1E4XGF130189
1472,2016,Model X,90D,33700,AWD,Automatic,Silver,Other,Not Priced,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Volvo Cars of Exeter,5.0,9.0,3833.0,5.0,12,5YJXCAE28GF003374
1473,2018,Model 3,,10503,AWD,Automatic,Black,Black,50991,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Rosenthal Fairfax Honda,3.6,376.0,22030.0,4.5,69,5YJ3E1EB7JF054980
1474,2016,Model S,60D,31081,AWD,Automatic,White,Gray,Not Priced,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Tom Hodges Mitsubishi,5.0,84.0,20636.0,4.8,27,5YJSA1E29GF135043
1475,2016,Model S,75D,24200,AWD,Automatic,Black,Other,59995,1,,64694.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,RT28 Motors,4.9,17.0,1864.0,4.8,27,5YJSA1E27GF154626
1476,2018,Model S,,8627,AWD,Automatic,Black,Other,68995,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Ourisman Chrysler Dodge Jeep Ram of Bowie,2.5,107.0,20716.0,4.8,5,5YJSA1E24JF266727
1477,2016,Model X,90D,35796,AWD,Automatic,Black,Black,69900,1,,65093.0,Fair,NOT HOT,,Free CARFAX 1-Owner Report,Jaguar Land Rover Norwood,4.9,137.0,2062.0,5.0,12,5YJXCAE26GF015958
1478,2014,Model S,Base,44207,RWD,Automatic,Gray,Black,Not Priced,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,AlphaCars,5.0,47.0,1719.0,4.9,33,5YJSA1S12EFP45455
1479,2018,Model S,75D,16606,AWD,Automatic,Black,Black,59552,1,,64694.0,Good,HOT CAR,10.0,Free CARFAX 1-Owner Report,Thrifty Car Sales - Reisterstown,4.8,79.0,21136.0,4.8,5,5YJSA1E21JF234222
1483,2013,Model S,Base,37147,RWD,Automatic,Red,Black,35995,more than 1,,,not_rating,NOT HOT,,CARFAX Report,"Import Auto, Ltd.",5.0,1.0,6378.0,4.9,47,5YJSA1CG8DFP23039
1485,2017,Model S,75,24037,RWD,Automatic,Silver,Other,50961,1,,55355.0,Good,HOT CAR,10.0,Free CARFAX 1-Owner Report,Folsom Lake Toyota,4.7,170.0,95630.0,4.7,25,5YJSA1E11HF233833
1486,2017,Model S,75,19812,RWD,Automatic,Silver,Other,52976,1,,55355.0,Good,HOT CAR,10.0,Free CARFAX 1-Owner Report,Folsom Lake Toyota,4.7,170.0,95630.0,4.7,25,5YJSA1E15HF206540
1487,2017,Model S,75,18519,RWD,Automatic,Black,Other,49976,1,,55355.0,Good,HOT CAR,10.0,Free CARFAX 1-Owner Report,Folsom Lake Toyota,4.7,170.0,95630.0,4.7,25,5YJSA1E11HF202761
1488,2017,Model S,75,20429,RWD,Automatic,White,Other,54976,1,,55355.0,Good,HOT CAR,10.0,Free CARFAX 1-Owner Report,Folsom Lake Toyota,4.7,170.0,95630.0,4.7,25,5YJSA1E19HF206525
1489,2017,Model S,75,29298,RWD,Automatic,Black,Other,49463,1,,55179.0,Good,HOT CAR,10.0,Free CARFAX 1-Owner Report,Folsom Lake Toyota,4.7,170.0,95630.0,4.7,25,5YJSA1E14HF218923
1490,2017,Model S,75,26516,RWD,Automatic,Silver,Other,49972,1,,55274.0,Good,HOT CAR,10.0,Free CARFAX 1-Owner Report,Folsom Lake Toyota,4.7,170.0,95630.0,4.7,25,5YJSA1E15HF218932
1491,2016,Model S,P90D,7751,AWD,Automatic,Blue,Black,76564,more than 1,,70734.0,Fair,HOT CAR,10.0,Free CARFAX Report,"Alfa Romeo, Bentley, Maserati & Rolls-Royce Motor Cars by O'Gara Westlake",4.3,7.0,91362.0,4.8,27,5YJSA1E4XGF124084
1492,2016,Model X,75D,28500,AWD,Automatic,Black,Black,73500,more than 1,,,not_rating,NOT HOT,,CARFAX Report,private_seller,,,,5.0,12,
1493,2018,Model 3,Long Range,2800,AWD,Automatic,White,Other,57373,1,,60691.0,Good,HOT CAR,6.0,Free CARFAX 1-Owner Report,private_seller,4.3,4.0,90291.0,4.5,69,5YJ3E1EB5JF151241
1494,2013,Model S,Base,96838,RWD,Automatic,Other,Other,32999,more than 1,,32344.0,Fair,HOT CAR,8.0,CARFAX Report,Ayla Motors,,,90304.0,4.9,47,5YJSA1CN3DFP05580
1496,2017,Model S,,12364,RWD,Automatic,Black,Black,54881,more than 1,,58736.0,Good,HOT CAR,6.0,Free CARFAX Report,Century West BMW,4.3,148.0,91602.0,4.7,25,5YJSA1E10HF202511
1497,2013,Model S,Base,71350,RWD,Automatic,Other,Other,32991,more than 1,,35162.0,not_rating,NOT HOT,,CARFAX Report,Audi of Downtown L.A.,4.7,119.0,90007.0,4.9,47,5YJSA1BG0DFP09184
1498,2015,Model S,90D,19795,AWD,Automatic,Red,Gray,56950,1,,60283.0,Good,HOT CAR,10.0,Free CARFAX 1-Owner Report,Luxury Auto Plex LLC,4.0,11.0,97225.0,4.8,41,5YJSA1E26FF118991
1499,2018,Model S,75D,19155,AWD,Automatic,Black,Other,59494,more than 1,60100.0,63789.0,Good,HOT CAR,8.0,CARFAX Report,Commerce Mitsubishi,4.3,6.0,90040.0,4.8,5,5YJSA1E2XJF248684
1500,2015,Model S,85D,48989,AWD,Automatic,Black,Gray,45888,more than 1,,49378.0,Good,NOT HOT,,Free CARFAX Report,Private Collection Motors,4.0,52.0,92627.0,4.8,41,5YJSA1H23FF089459
1501,2016,Model S,75D,33704,AWD,Automatic,White,Black,54988,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,iDeal Motors,5.0,28.0,92627.0,4.8,27,5YJSA1E22GF152640
1502,2016,Model S,75,24440,RWD,Automatic,Gray,Black,54988,more than 1,,,not_rating,NOT HOT,,CARFAX Report,iDeal Motors,5.0,28.0,92627.0,4.8,27,5YJSA1E18GF160880
1503,2017,Model S,75,18068,RWD,Automatic,Black,Black,62988,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,iDeal Motors,5.0,28.0,92627.0,4.7,25,5YJSA1E10HF232673
1504,2018,Model 3,Long Range Autopilot 7k Miles Premium Package,7964,RWD,Automatic,Blue,Black,47995,more than 1,,52782.0,Good,NOT HOT,,CARFAX Report,Freeman Motor Company of Portland,3.8,18.0,97219.0,4.5,69,5YJ3E1EA5JF013125
1505,2018,Model X,100D,2511,AWD,Automatic,Other,Gray,109997,more than 1,,,not_rating,NOT HOT,,Free AutoCheck Report,Fletcher Jones Motorcars,4.9,2879.0,92660.0,5.0,5,5YJXCBE2XJF091695
1506,2017,Model X,100D,41487,AWD,Automatic,White,White,79990,1,,67908.0,Fair,HOT CAR,11.0,Free CARFAX 1-Owner Report,D & C Motor Company,4.7,88.0,97267.0,4.9,17,5YJXCAE29HF076934
1508,2018,Model X,P100D,15271,AWD,Automatic,Blue,Other,Not Priced,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Anaheim Mitsubishi,4.0,188.0,92806.0,5.0,5,5YJXCDE20JF110945
1509,2017,Model S,P100D,12035,AWD,Automatic,White,Other,101988,1,103998.0,104471.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Mercedes-Benz of Arcadia,4.9,796.0,91006.0,4.7,25,5YJSA1E4XHF185288
1510,2015,Model S,P85D,31209,AWD,Automatic,Black,Black,52998,more than 1,,57057.0,Good,NOT HOT,,CARFAX Report,CarMax Irvine,5.0,4.0,92618.0,4.8,41,5YJSA4H25FFP78243
1511,2016,Model X,90D,49637,AWD,Automatic,Black,Black,68000,more than 1,,71930.0,Good,NOT HOT,,CARFAX Report,Porsche Irvine,4.8,53.0,92618.0,5.0,12,5YJXCBE25GF016637
1513,2016,Model X,90D,19310,AWD,Automatic,Silver,Black,Not Priced,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,"CNC Motors, Inc.",5.0,5.0,91784.0,5.0,12,5YJXCBE24GF001658
1514,2018,Model S,75D,16759,AWD,Automatic,Black,Black,Not Priced,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Auto Gallery Mitsubishi - Murrieta,,,92562.0,4.8,5,5YJSA1E29JF248689
1515,2016,Model S,P90 D,49208,AWD,Automatic,Red,Beige,Not Priced,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Northwest Motorsport - Puyallup,4.9,12245.0,98371.0,4.8,27,5YJSA1E41GF136527
1517,2014,Model S,P85D,42192,RWD,Automatic,Black,Black,38990,1,39879.0,40793.0,Good,NOT HOT,,Free CARFAX 1-Owner Report,Pierre Ford,4.7,405.0,98125.0,4.9,33,5YJSA1H12EFP47455
1519,2018,Model S,,15984,AWD,Automatic,Other,Other,Not Priced,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Volkswagen Audi Boise,4.5,121.0,83709.0,4.8,5,5YJSA1E23JF248753
1520,2017,Model S,75,16519,RWD,Automatic,Black,Other,Not Priced,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Bill Luke Chrysler Jeep Dodge RAM,4.4,842.0,85015.0,4.7,25,5YJSA1E16HF233858
1521,2017,Model S,75,16944,RWD,Automatic,Other,Black,Not Priced,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Bill Luke Tempe,4.6,453.0,85284.0,4.7,25,5YJSA1E1XHF233846
1523,2018,Model S,75D,2792,AWD,Automatic,Black,Black,63991,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Mark Mitsubishi Scottsdale,3.4,43.0,85257.0,4.8,5,5YJSA1E23JF293806
1524,2018,Model S,75D,3040,AWD,Automatic,Black,Black,63991,more than 1,,,not_rating,HOT CAR,11.0,CARFAX Report,Mark Kia,4.2,895.0,85257.0,4.8,5,5YJSA1E21JF293805
1525,2018,Model X,75D,2400,AWD,Automatic,Black,Black,79991,more than 1,,,not_rating,HOT CAR,11.0,CARFAX Report,Mark Kia,4.2,895.0,85257.0,5.0,5,5YJXCAE25JF137380
1526,2016,Model X,90D,36501,AWD,Automatic,Blue,Beige,74999,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Galleria Motorcars,,,85257.0,5.0,12,5YJXCAE22GF001801
1527,2016,Model S,P90D,43176,AWD,Automatic,Black,Black,74999,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Galleria Motorcars,,,85257.0,4.8,27,5YJSA1E4XGF130046
1528,2015,Model S,90D,36648,AWD,Automatic,Gray,Gray,52999,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Carizona,4.4,20.0,85225.0,4.8,41,5YJSA1E25FF118870
1529,2017,Model X,100D AWD,12086,AWD,Automatic,Black,White,89791,1,,90961.0,Good,HOT CAR,6.0,Free CARFAX 1-Owner Report,Audi Gilbert,5.0,11.0,85297.0,4.9,17,5YJXCDE28HF045692
1530,2017,Model S,75,14591,RWD,Automatic,Black,Other,Not Priced,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Bill Luke Santan,5.0,2.0,85297.0,4.7,25,5YJSA1E14HF233860
1531,2017,Model S,75,21298,RWD,Automatic,Black,Black,Not Priced,1,,,not_rating,NOT HOT,,Free CARFAX 1-Owner Report,Bill Luke Santan,5.0,2.0,85297.0,4.7,25,5YJSA1E15HF233849
1532,2016,Model S,P90D,50045,AWD,Automatic,Red,Black,67750,more than 1,,,not_rating,NOT HOT,,CARFAX Report,Horne Kia,4.7,452.0,85297.0,4.8,27,5YJSA1E41GF120215
1533,2015,Model S,85D,8323,AWD,Automatic,Gray,Gray,56998,more than 1,,60804.0,Good,HOT CAR,5.0,Free CARFAX Report,Kalispell Toyota,4.8,46.0,59901.0,4.8,41,5YJSA4H21FFP75078
1534,2018,Model S,75D,19179,AWD,Automatic,Black,Other,63580,1,,66437.0,Good,HOT CAR,11.0,Free CARFAX 1-Owner Report,Covert Buick GMC Austin,3.9,838.0,78759.0,4.8,5,5YJSA1E24JF248888
1535,2018,Model S,75D,18902,AWD,Automatic,Black,Other,63580,1,,66437.0,Good,HOT CAR,11.0,Free CARFAX 1-Owner Report,Covert Buick GMC Austin,3.9,838.0,78759.0,4.8,5,5YJSA1E25JF248737
