carfax,config,consumer_rating,consumer_review_number,deal,dealer,dealer_rating,dealer_review_number,dealer_zipcode,drivetrain,ext_color,good_deal_margin,hotornot,int_color,mileage,model,ori_price,owners,price,sellin,transmission,vin,year
Free CARFAX 1-Owner Report,P90D,5.0,12,Good,"Alfa Romeo, Bentley, Maserati & Rolls-Royce Motor Cars by O'Gara Westlake",4.3,7,91362,AWD,Black,"$88,939",NOT HOT,Black,17863,Model X,,1,81995,nan,Automatic,5YJXCBE42GF001367,2016
Free CARFAX 1-Owner Report,Base,4.9,33,Good,Houston Direct Auto,2.6,77,77063,RWD,Black,"$39,704",NOT HOT,Black,41387,Model S,,1,36191,nan,Automatic,5YJSA1S10EFP41288,2014
Free CARFAX Report,Base,4.9,33,Good,Houston Direct Auto,2.6,77,77063,RWD,White,"$35,880",NOT HOT,Black,61494,Model S,,more than 1,31989,nan,Automatic,5YJSA1S17EFP33110,2014
Free CARFAX 1-Owner Report,75D,4.8,5,Good,McGrath Lexus of Westmont,2.4,57,60559,AWD,Black,"$67,313",NOT HOT,Black,14010,Model S,,1,63203,nan,Automatic,5YJSA1E21JF248833,2018
CARFAX Report,P85D,4.9,33,Good,Imperial Highline,4.6,29,20111,RWD,Black,"$50,052",NOT HOT,Black,19786,Model S,,more than 1,45995,nan,Automatic,5YJSA1H16EFP50066,2014
CARFAX Report,22 WHEELS SUBZERO SEAT,5.0,12,Great,Bayshore Automotive,5.0,168,33605,AWD,White,"$89,883",NOT HOT,Beige,17523,Model X,,more than 1,74890,nan,Automatic,5YJXCBE28GF019807,2016
Free CARFAX 1-Owner Report,90D,5.0,12,Good,iDeal Motors,5.0,28,92627,AWD,Gray,"$76,506",NOT HOT,Black,33659,Model X,,1,72988,nan,Automatic,5YJXCAE23GF004416,2016
Free CARFAX 1-Owner Report,100D,4.9,17,Good,Motorcars Louisiana,5.0,118,70809,AWD,White,"$87,731",NOT HOT,Black,24010,Model X,,1,84900,nan,Automatic,5YJXCDE25HF044175,2017
Free CARFAX 1-Owner Report,P100D,4.8,5,Good,Mancuso Motorsports,4.5,17,60654,AWD,Gray,"$114,657",NOT HOT,Black,1018,Model S,,1,114888,nan,Automatic,5YJSA1E41JF258151,2018
Free AutoCheck Report,75,4.7,25,Good,Capitol Buick GMC,4.4,44,95136,RWD,Silver,"$55,321",NOT HOT,Black,23401,Model S,,more than 1,51800,nan,Automatic,5YJSA1E14HF206528,2017
CARFAX Report,75D,4.8,5,Good,Avondale Mitsubishi,4.0,71,85323,AWD,Black,"$68,213",NOT HOT,Black,18504,Model S,62899,more than 1,62399,nan,Automatic,5YJSA1E27JF248710,2018
Free CARFAX 1-Owner Report,Performance,4.9,47,Good,Bussinger Automotive,4.0,17,19053,RWD,Red,"$37,755",NOT HOT,Black,51595,Model S,39900,1,37900,nan,Automatic,5YJSA1DN0DFP08385,2013
Free CARFAX 1-Owner Report,P100D,5.0,5,Fair,Coast to Coast COLLECTION,4.8,370,46240,AWD,Silver,"$119,316",NOT HOT,White,953,Model X,,1,119990,nan,Automatic,5YJXCDE40JF133370,2018
Free CARFAX 1-Owner Report,75D,5.0,12,Good,BMW of Buena Park,4.0,162,90621,AWD,Silver,"$71,804",NOT HOT,Beige,34462,Model X,67500,1,66800,nan,Automatic,5YJXCBE27GF008751,2016
Free CARFAX Report,Base,4.9,47,Good,Mark Mitsubishi Phoenix,4.1,57,85022,RWD,White,"$46,637",NOT HOT,Beige,23933,Model S,,more than 1,43992,nan,Other / Unknown,5YJSA1DG2DFP03576,2013
Free CARFAX Report,Performance 4dr Liftback,4.6,11,Fair,Vroom (Online Dealer - Nationwide Delivery),4.3,4,30303,RWD,Black,"$36,613",NOT HOT,Gray,44035,Model S,,more than 1,37790,nan,Other / Unknown,5YJSA1DPXCFP01752,2012
Free CARFAX Report,Performance 4dr Liftback,4.6,11,Fair,Vroom (Online Dealer - Nationwide Delivery),4.0,5,60606,RWD,Black,"$35,474",NOT HOT,Gray,44035,Model S,,more than 1,37790,nan,Other / Unknown,5YJSA1DPXCFP01752,2012
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Midwest Automotive Connection,4.3,95,45240,RWD,Blue,"$33,544",NOT HOT,Other,79197,Model S,,1,31372,nan,Automatic,5YJSA1CG1DFP06406,2013
Free CARFAX 1-Owner Report,75D,5.0,12,Good,Anaheim Mitsubishi,4.0,188,92806,AWD,Brown,"$71,953",NOT HOT,Beige,23095,Model X,,1,68900,nan,Automatic,5YJXCBE29GF010808,2016
Free CARFAX 1-Owner Report,85D,4.8,41,Fair,Highline Auto Sales,4.6,272,60527,AWD,Black,"$45,026",NOT HOT,Black,49506,Model S,,1,46995,nan,Automatic,5YJSA1E20FF119666,2015
Free CARFAX 1-Owner Report,70D,4.8,27,Great,Sam Jidd Luxury LLC,3.9,7,60018,RWD,Gray,"$45,591",NOT HOT,Other,33469,Model S,,1,38555,nan,Automatic,5YJSA1E12GF131441,2016
Free CARFAX 1-Owner Report,Signature Performance,4.6,11,Good,Motor Cars of Nashville,4.3,40,37122,RWD,Other,"$45,711",NOT HOT,Black,32201,Model S,,1,41499,nan,Automatic,5YJSA1DP1CFS00023,2012
CARFAX Report,85D,4.8,41,Good,Imperial Highline,4.6,29,20111,AWD,Silver,"$47,807",NOT HOT,Black,53983,Model S,,more than 1,47495,nan,Automatic,5YJSA1H24FFP74490,2015
CARFAX Report,Base,4.9,33,Good,Imperial Highline,4.6,29,20111,RWD,Silver,"$42,719",NOT HOT,Beige,33168,Model S,,more than 1,39995,nan,Automatic,5YJSA1H17EFP46060,2014
CARFAX Report,Base,4.9,47,Good,Imperial Highline,4.6,29,20111,RWD,Silver,"$32,682",NOT HOT,Gray,80085,Model S,,more than 1,28995,nan,Automatic,5YJSA1DN8DFP13155,2013
CARFAX Report,85D,4.8,41,,Miami Car Credit,4.8,1176,33169,RWD,Black,,NOT HOT,Black,37766,Model S,,more than 1,37895,nan,Automatic,5YJSA1S19FFP76994,2015
Free CARFAX 1-Owner Report,90D,5.0,12,Good,Godspeed Motors,4.7,57,28269,AWD,Other,"$78,184",NOT HOT,Beige,15580,Model X,,1,74995,nan,Automatic,5YJXCBE2XGF018982,2016
CARFAX Report,75D,4.8,5,Good,Commerce Mitsubishi,4.3,6,90040,AWD,Black,"$63,789",NOT HOT,Other,16065,Model S,,more than 1,59494,nan,Automatic,5YJSA1E29JF248692,2018
CARFAX Report,75D,4.8,5,Good,Commerce Mitsubishi,4.3,6,90040,AWD,Black,"$63,789",NOT HOT,Other,17800,Model S,,more than 1,59494,nan,Automatic,5YJSA1E26JF248911,2018
Free CARFAX 1-Owner Report,,4.5,69,Good,AutoNation Chrysler Jeep Broadway,4.4,333,80121,AWD,Black,"$56,023",NOT HOT,Black,18487,Model 3,54699,1,53999,nan,Automatic,5YJ3E1EB7JF096002,2018
Free CARFAX 1-Owner Report,85D,4.8,27,Good,Carvana,4.4,319,80631,AWD,Beige,"$52,231",NOT HOT,Beige,39625,Model S,46600,1,45700,nan,Automatic,5YJSA1E26GF122217,2016
Free CARFAX 1-Owner Report,75D,4.7,25,Good,ALM Roswell,4.4,693,30076,RWD,Silver,"$60,968",NOT HOT,Black,11587,Model S,,1,57999,nan,Automatic,5YJSA1E12HF196131,2017
Free CARFAX Report,Base,4.9,33,Good,Anthony Buick GMC,4.2,256,60031,RWD,White,"$34,704",NOT HOT,Other,75374,Model S,32990,more than 1,32490,nan,Automatic,5YJSA1S11EFP29909,2014
CARFAX Report,85D,4.8,41,Good,Auto Expo Ent Inc,4.8,1014,11021,AWD,Blue,"$48,405",NOT HOT,Black,34806,Model S,,more than 1,44995,nan,Automatic,5YJSA1H21FFP75645,2015
CARFAX Report,70D,4.8,41,Good,Auto Expo Ent Inc,4.8,1014,11021,AWD,White,"$48,408",NOT HOT,Black,33527,Model S,,more than 1,42995,nan,Automatic,5YJSA1E26FF118828,2015
Free CARFAX Report,Base,4.9,47,Good,Black Label Auto Firm,4.0,4,92504,RWD,Gray,"$33,182",NOT HOT,Black,82033,Model S,,more than 1,29995,nan,Automatic,5YJSA1CN5DFP25717,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Black Label Auto Firm,4.0,4,92504,RWD,Red,"$33,189",NOT HOT,Black,86650,Model S,,1,32995,nan,Automatic,5YJSA1CN7DFP24052,2013
Free CARFAX 1-Owner Report,75D,4.8,5,Fair,Empire Exotic Motors Inc.,4.6,240,75001,AWD,Black,"$65,206",NOT HOT,Other,3513,Model S,,1,78880,nan,Automatic,5YJSA1E22JF297166,2018
Free CARFAX 1-Owner Report,85D,4.8,41,Good,Godspeed Motors,4.7,57,28269,AWD,Black,"$46,685",NOT HOT,Black,40555,Model S,,1,44995,nan,Automatic,5YJSA1E27FF113170,2015
CARFAX Report,Performance,4.9,33,Good,South County Chrysler Dodge Jeep RAM FIAT,4.5,514,95020,RWD,Gray,"$41,365",NOT HOT,Other,57082,Model S,,more than 1,37999,nan,Automatic,5YJSA1H11EFP52470,2014
Free CARFAX 1-Owner Report,Base,4.9,33,Great,Motor Cars of Nashville,4.3,40,37122,RWD,Green,"$47,348",NOT HOT,Black,32315,Model S,,1,37499,nan,Automatic,5YJSA1H1XEFP37336,2014
Free CARFAX 1-Owner Report,P90D,4.8,27,Good,Current Automotive,nan,nan,60540,AWD,Black,"$79,752",NOT HOT,Black,22355,Model S,74780,1,73899,nan,Automatic,5YJSA1E45GF142685,2016
Free CARFAX Report,P100D,4.7,25,Good,Lake Forest Sports Cars,2.0,5,60044,AWD,White,"$113,680",NOT HOT,Black,6145,Model S,,more than 1,109900,nan,Automatic,5YJSA1E46HF212910,2017
Free CARFAX 1-Owner Report,P90D,4.8,27,Great,"Fairfax Motors, Inc.",3.5,29,22031,AWD,Silver,"$70,264",NOT HOT,Other,24565,Model S,,1,49988,nan,Automatic,5YJSA1E23GF129593,2016
Free CARFAX 1-Owner Report,Long Range,4.5,69,Fair,Ultimo Motors West,4.7,393,60555,AWD,Black,"$55,130",NOT HOT,Black,7093,Model 3,,1,56800,nan,Automatic,5YJ3E1EB9JF113303,2018
Free CARFAX Report,Sedan,4.6,11,Fair,Stevens Creek Toyota,4.6,292,95129,RWD,Gray,"$29,102",NOT HOT,Other,64870,Model S,,more than 1,31988,nan,Other / Unknown,5YJSA1DN8CFP02686,2012
Free CARFAX 1-Owner Report,P100D,4.8,5,Fair,Rolls-Royce Motor Cars Raleigh,4.8,69,27616,AWD,Silver,"$97,517",NOT HOT,Other,9101,Model S,,1,98988,nan,Automatic,5YJSA1E48JF261144,2018
Free CARFAX 1-Owner Report,100D,4.7,25,Good,BidCars Boston,4.8,251,02081,AWD,Gray,"$76,464",NOT HOT,Other,11184,Model S,,1,74500,nan,Automatic,5YJSA1E29HF220966,2017
Free CARFAX 1-Owner Report,100D,5.0,5,Good,Lexus of Austin,nan,nan,78759,AWD,Black,"$109,228",NOT HOT,Black,14934,Model X,,1,104950,nan,Automatic,5YJXCBE28JF100250,2018
CARFAX Report,Base,4.9,47,Good,Schoepp Motors - Northeast,nan,nan,53704,RWD,Blue,"$35,562",NOT HOT,Other,49883,Model S,,more than 1,34999,nan,Automatic,5YJSA1CN1DFP08803,2013
CARFAX Report,Mid Range Battery RWD,4.5,69,Good,Motor Cars of Nashville,4.3,40,37122,RWD,Blue,"$55,186",NOT HOT,Black,101,Model 3,,more than 1,48998,nan,Automatic,5YJ3E1EA2JF164214,2018
Free CARFAX 1-Owner Report,Long Range,4.5,69,Good,Mercedes-Benz of Westminster / smart center Westminster,4.8,462,80020,AWD,Blue,"$55,612",NOT HOT,Black,3931,Model 3,,1,51991,nan,Automatic,5YJ3E1EB8JF130660,2018
Free CARFAX Report,Base,4.9,47,Good,Midwest Automotive Connection,4.3,95,45240,RWD,Black,"$35,084",NOT HOT,Other,69733,Model S,,more than 1,34999,nan,Automatic,5YJSA1CN2DFP11449,2013
Free CARFAX 1-Owner Report,90D,4.9,17,Good,O.C. AUTOHAUS,4.3,67,92683,AWD,White,"$90,427",NOT HOT,Beige,12229,Model X,,1,87069,nan,Automatic,5YJXCBE21HF054965,2017
Free AutoCheck Report,Performance,4.9,47,Good,International Motor,4.3,19,75006,RWD,Black,"$31,368",NOT HOT,Black,90239,Model S,,more than 1,29995,nan,Automatic,5YJSA1DG0DFP03706,2013
Free CARFAX Report,Performance,4.9,47,Fair,Honda Cars of Rockwall,4.6,127,75087,RWD,Black,"$35,168",NOT HOT,Beige,52468,Model S,,more than 1,35988,nan,Automatic,5YJSA1DP4DFP05636,2013
Free CARFAX Report,60,4.8,41,Good,Modern Motorcars,4.9,419,65714,RWD,Black,"$44,494",NOT HOT,Black,30044,Model S,,more than 1,39999,nan,Automatic,5YJSA1S17FFP71874,2015
Free CARFAX Report,85,4.8,41,Good,WishList Autos,nan,nan,94551,RWD,Black,"$44,679",HOT CAR,Beige,43168,Model S,,more than 1,42991,11,Automatic,5YJSA1H17FFP74796,2015
Free CARFAX 1-Owner Report,Performance,4.9,47,Fair,Superior Auto Exchange,2.8,4,45242,RWD,Black,"$36,492",NOT HOT,Black,57601,Model S,,1,37495,nan,Automatic,5YJSA1DP8DFP10287,2013
Free CARFAX Report,P90D,4.8,27,Fair,McLaren Boston,nan,nan,02061,AWD,Gray,"$70,734",NOT HOT,Other,15405,Model S,,more than 1,76900,nan,Automatic,5YJSA1E43GF147822,2016
Free CARFAX 1-Owner Report,P85D,4.9,33,Fair,Worldwide Motors,5.0,20,92126,RWD,Red,"$34,900",NOT HOT,Black,49168,Model S,,1,40995,nan,Automatic,5YJSA1H18EFP55186,2014
CARFAX Report,85D,4.8,41,Good,Axis Motorcars,4.6,232,07305,AWD,White,"$49,150",NOT HOT,Beige,26920,Model S,47900,more than 1,45900,nan,Automatic,5YJSA1H24FFP69368,2015
Free CARFAX 1-Owner Report,Base,4.9,47,Fair,Las Vegas Auto Sport,3.4,10,89103,RWD,Silver,"$29,076",NOT HOT,Black,89001,Model S,,1,30999,nan,Other / Unknown,5YJSA1CG8DFP03938,2013
Free CARFAX Report,Base,4.9,47,Fair,Las Vegas Auto Sport,3.4,10,89103,RWD,White,"$29,104",NOT HOT,Beige,84614,Model S,,more than 1,29999,nan,Other / Unknown,5YJSA1AG7DFP04937,2013
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Austin Direct Auto Sales,2.3,62,78750,RWD,Gray,"$31,886",NOT HOT,Black,94420,Model S,,1,29900,nan,Automatic,5YJSA1BG1DFP12207,2013
CARFAX Report,85D,4.8,41,Good,Joyce Honda,2.1,26,07834,AWD,Silver,"$45,219",NOT HOT,Black,40417,Model S,,more than 1,43427,nan,Automatic,5YJSA1H26FFP73499,2015
CARFAX Report,75D,4.7,25,Good,Western Motors LA,5.0,2,90006,AWD,Black,"$70,857",NOT HOT,Other,14000,Model S,,more than 1,69900,nan,Automatic,5YJSA1E24HF178366,2017
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,Westcoast Auto Sales,4.9,1779,91763,RWD,Blue,"$48,278",NOT HOT,Black,20547,Model S,43888,1,43010,nan,Automatic,5YJSA1H10EFP30475,2014
Free CARFAX 1-Owner Report,100D,4.8,5,Good,Groove Toyota,4.9,655,80113,AWD,Silver,"$88,939",NOT HOT,Other,17179,Model S,79991,1,79491,nan,Automatic,5YJSA1E26JF244275,2018
CARFAX Report,P90D,5.0,12,Fair,The Internet Car Lot,3.8,86,68117,AWD,Other,"$59,961",NOT HOT,Black,44640,Model X,,more than 1,74995,nan,Automatic,5YJXCAE43GFS00826,2016
Free CARFAX Report,P100D,4.8,27,Good,McLaren Charlotte,nan,nan,28203,AWD,Red,"$95,208",NOT HOT,Black,17443,Model S,,more than 1,92980,nan,Automatic,5YJSA1E47GF158306,2016
Free CARFAX 1-Owner Report,90D,5.0,12,Good,AutoNation INFINITI Tustin,4.8,339,92782,AWD,Red,"$77,580",NOT HOT,Black,28473,Model X,74000,1,71900,nan,Automatic,5YJXCAE25GF001596,2016
Free CARFAX 1-Owner Report,Long Range,4.5,69,Good,Garden City Nissan,3.7,78,11550,AWD,Other,"$54,837",NOT HOT,Black,1901,Model 3,,1,50990,nan,Automatic,5YJ3E1EB0JF146092,2018
Free CARFAX 1-Owner Report,70D,4.8,27,,"Vision Hankook Motors, Inc.",1.0,25,92844,RWD,Gray,,NOT HOT,Beige,27608,Model S,,1,40995,nan,Automatic,5YJSA1E13GF136244,2016
Free CARFAX Report,Base,4.9,33,Good,North American Auto Group,nan,nan,70806,RWD,Black,"$39,239",NOT HOT,Beige,48139,Model S,,more than 1,37997,nan,Automatic,5YJSA1S14EFP29919,2014
Free CARFAX Report,60,4.7,25,Good,Temecula Nissan,3.1,92,92591,RWD,Silver,"$62,385",NOT HOT,White,16751,Model S,56992,more than 1,55882,nan,Automatic,5YJSA1E10HF189310,2017
Free CARFAX Report,Signature Performance,4.6,11,Fair,NESCO,4.0,34,76012,RWD,Black,"$35,012",NOT HOT,Black,67157,Model S,,more than 1,35995,nan,Automatic,5YJSA1CP7CFP02973,2012
Free CARFAX 1-Owner Report,Base,4.9,33,Great,Cash for Cars,4.0,2,95128,RWD,White,"$41,419",NOT HOT,Black,49933,Model S,,1,35900,nan,Automatic,5YJSA1S11EFP65776,2014
Free AutoCheck Report,Long Range,4.5,69,Great,CarMax Irvine,5.0,4,92618,RWD,White,"$58,042",NOT HOT,Black,17941,Model 3,,more than 1,47998,nan,Automatic,5YJ3E1EA4JF007574,2018
CARFAX Report,P100D,5.0,5,Great,Silicon Auto Group LLC,nan,nan,78669,AWD,White,"$149,282",NOT HOT,Black,5200,Model X,,more than 1,124867,nan,Automatic,5YJXCAE40JF119905,2018
Free CARFAX 1-Owner Report,70D,4.8,41,Good,Private Collection Motors,4.0,52,92627,AWD,Black,"$42,573",NOT HOT,Gray,43650,Model S,,1,39888,nan,Automatic,5YJSA1S22FF092670,2015
Free CARFAX 1-Owner Report,70D,4.8,41,Good,Motor Cars of Nashville,4.3,40,37122,AWD,Gray,"$43,997",NOT HOT,Black,34601,Model S,,1,42599,nan,Automatic,5YJSA1E26FF116092,2015
Free CARFAX 1-Owner Report,P100D,4.9,17,Good,Cobra Motors,5.0,47,40218,AWD,White,"$110,239",NOT HOT,White,21333,Model X,,1,109000,nan,Automatic,5YJXCBE46HF052811,2017
Free CARFAX 1-Owner Report,P100D,4.8,5,Fair,Snap Car Buying,4.4,151,20152,AWD,Other,"$109,302",NOT HOT,Black,8017,Model S,,1,114995,nan,Automatic,5YJSA1E48JF267512,2018
Free CARFAX 1-Owner Report,100D,4.9,17,Good,Hopkins Acura,4.9,368,94063,AWD,White,"$88,939",NOT HOT,Black,20410,Model X,85500,1,85000,nan,Automatic,5YJXCDE21HF060874,2017
Free CARFAX 1-Owner Report,Performance,4.9,33,Good,TRED Private Seller (LA),4.3,4,90291,RWD,Black,"$48,690",NOT HOT,Other,18150,Model S,,1,45800,nan,Automatic,5YJSA1H11EFP40206,2014
Free CARFAX 1-Owner Report,70,4.8,41,Good,Westcoast Auto Sales,4.9,1779,91763,RWD,Silver,"$46,709",NOT HOT,Beige,31548,Model S,45888,1,44970,nan,Automatic,5YJSA1E16FF114351,2015
Free CARFAX 1-Owner Report,100D,4.7,25,Good,Westcoast Auto Sales,4.9,1779,91763,AWD,Blue,"$74,953",NOT HOT,Black,11833,Model S,76888,1,74581,nan,Automatic,5YJSA1E21HF219648,2017
Free CARFAX 1-Owner Report,75D,4.7,25,Good,Porsche Chandler,4.9,166,85286,RWD,White,"$57,538",NOT HOT,Black,27561,Model S,55994,1,54994,nan,Automatic,5YJSA1E12HF206544,2017
Free CARFAX 1-Owner Report,,4.8,27,Good,Modern Auto Sales,4.9,332,01879,AWD,White,"$53,597",NOT HOT,Beige,44061,Model S,,1,51485,nan,Automatic,5YJSA1E21GF124490,2016
Free CARFAX 1-Owner Report,Performance,4.9,47,Good,AutoDot,4.9,23,21784,RWD,Black,"$38,672",NOT HOT,Beige,48575,Model S,36790,1,35880,nan,Automatic,5YJSA1DP9DFP27017,2013
Free CARFAX 1-Owner Report,90D,4.8,41,,Federal Auctioneers,3.8,153,10451,AWD,White,,HOT CAR,Other,46124,Model S,,1,44995,7,Automatic,5YJSA1H49FF094375,2015
Free CARFAX 1-Owner Report,70D,4.8,27,Great,BM Motorcars,4.5,818,07065,AWD,Blue,"$54,743",NOT HOT,Black,18810,Model S,45995,1,44995,nan,Automatic,5YJSA1E20GF128062,2016
Free CARFAX Report,Base,4.9,47,Good,Sam Jidd Luxury LLC,3.9,7,60018,RWD,Other,"$34,930",NOT HOT,Other,51511,Model S,,more than 1,32555,nan,Automatic,5YJSA1DN3DFP24239,2013
Free CARFAX 1-Owner Report,P100D,5.0,5,Good,Park Place LTD,2.4,18,98005,AWD,Black,"$98,417",NOT HOT,White,1056,Model X,,1,94950,nan,Automatic,5YJXCDE2XJF129650,2018
Free AutoCheck Report,Base,4.9,33,Fair,Lawrence Kia,4.1,177,66046,RWD,Silver,"$29,944",NOT HOT,Beige,72859,Model S,,more than 1,31760,nan,Automatic,5YJSA1S12EFP29384,2014
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Autos Direct of Fredericksburg - Lafayette,3.4,66,22408,RWD,Black,"$36,525",NOT HOT,Gray,31948,Model S,,1,34877,nan,Automatic,5YJSA1CG4DFP18789,2013
Free CARFAX 1-Owner Report,Performance,4.9,47,Great,Jax Exports Inc,4.2,62,32256,RWD,Black,"$45,836",NOT HOT,Beige,24754,Model S,,1,39695,nan,Automatic,5YJSA1DP2DFP17039,2013
Free CARFAX 1-Owner Report,P100D,5.0,12,Good,TRED Private Seller (LA),4.3,4,90291,AWD,Black,"$122,984",NOT HOT,Other,47095,Model X,,1,119000,nan,Automatic,5YJXCBE45GF028210,2016
Free CARFAX 1-Owner Report,Signature,4.6,11,Good,Highline Auto Sales,4.6,272,60527,RWD,Blue,"$37,612",NOT HOT,Black,36621,Model S,,1,33995,nan,Automatic,5YJSA1DN0CFP01810,2012
Free AutoCheck Report,75,4.7,25,Good,Stevens Creek INFINITI,5.0,10,95051,RWD,Silver,"$57,039",NOT HOT,Black,24127,Model S,,more than 1,52889,nan,Automatic,5YJSA1E1XHF206534,2017
Free AutoCheck Report,75,4.7,25,Good,Stevens Creek INFINITI,5.0,10,95051,RWD,Black,"$57,039",NOT HOT,Black,22904,Model S,54000,more than 1,53300,nan,Automatic,5YJSA1E15HF202746,2017
Free CARFAX 1-Owner Report,85,4.9,47,Good,Auto Centrix,5.0,6,75006,RWD,Red,"$39,072",NOT HOT,Black,42642,Model S,,1,34589,nan,Automatic,5YJSA1DN7DFP09548,2013
Free CARFAX 1-Owner Report,P85D,4.8,41,Good,Auto Centrix,5.0,6,75006,AWD,Silver,"$63,603",NOT HOT,Beige,19780,Model S,,1,56889,nan,Automatic,5YJSA1E40FF120303,2015
Free AutoCheck Report,P100D,4.7,25,Fair,Morrie's Luxury Auto,2.3,15,55426,AWD,Other,"$96,811",NOT HOT,Other,24798,Model S,,more than 1,97998,nan,Automatic,5YJSA1E44HF200903,2017
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Sam Jidd Luxury LLC,3.9,7,60018,RWD,Red,"$33,378",NOT HOT,Other,79278,Model S,,1,29555,nan,Automatic,5YJSA1BG9DFP08986,2013
Free CARFAX Report,Base,4.9,47,Good,Sam Jidd Luxury LLC,3.9,7,60018,RWD,White,"$29,658",NOT HOT,Other,122326,Model S,28555,more than 1,27555,nan,Automatic,5YJSA1CN7DFP12189,2013
Free CARFAX 1-Owner Report,70D,4.8,27,Good,Sam Jidd Luxury LLC,3.9,7,60018,AWD,White,"$45,660",NOT HOT,Other,30597,Model S,41855,1,40855,nan,Automatic,5YJSA1E23GF132395,2016
Free CARFAX 1-Owner Report,,5.0,5,Fair,Bobby Rahal Motorcar Company,4.2,90,15090,AWD,Black,"$91,616",NOT HOT,Black,4016,Model X,,1,114880,nan,Automatic,5YJXCBE45JF106279,2018
Free CARFAX Report,Base,4.9,47,Good,House of Imports,4.7,618,90621,RWD,White,"$29,476",NOT HOT,Black,154214,Model S,,more than 1,27500,nan,Other / Unknown,5YJSA1AG9DFP09587,2013
Free CARFAX 1-Owner Report,Performance,4.5,69,Good,"Auto Link, Inc.",4.7,38,14559,AWD,Red,"$59,067",NOT HOT,Black,2000,Model 3,,1,55000,nan,Automatic,5YJ3E1EB2JF114695,2018
Free CARFAX 1-Owner Report,NAV HTD STS PARK ASST 19IN WLS,4.8,5,Fair,Autos of Dallas,4.1,1000,75093,AWD,Black,"$56,651",NOT HOT,Black,18588,Model S,,1,60990,nan,Automatic,5YJSA1E24JF248714,2018
Free CARFAX 1-Owner Report,70D,4.8,41,Good,Sam Jidd Luxury LLC,3.9,7,60018,AWD,White,"$43,966",NOT HOT,Other,27834,Model S,,1,39555,nan,Automatic,5YJSA1E26FF113936,2015
Free CARFAX Report,Performance 4dr Liftback,4.6,11,Fair,Vroom (Online Dealer - Nationwide Delivery),3.8,793,20817,RWD,Black,"$35,910",NOT HOT,Gray,44035,Model S,,more than 1,37790,nan,Other / Unknown,5YJSA1DPXCFP01752,2012
Free CARFAX Report,Performance 4dr Liftback,4.6,11,Fair,Vroom (Online Dealer - Nationwide Delivery),3.8,787,07024,RWD,Black,"$35,850",NOT HOT,Gray,44035,Model S,,more than 1,37790,nan,Other / Unknown,5YJSA1DPXCFP01752,2012
CARFAX Report,,5.0,12,,Auto Boutique,4.1,43,32211,AWD,Black,,NOT HOT,White,29287,Model X,,more than 1,69995,nan,Automatic,5YJXCBE43GF003130,2016
Free CARFAX 1-Owner Report,AWD 4dr 90D,5.0,12,Great,"Vision Hankook Motors, Inc.",1.0,25,92844,AWD,Black,"$89,053",NOT HOT,Beige,54258,Model X,,1,64900,nan,Automatic,5YJXCBE21GF005747,2016
Free CARFAX 1-Owner Report,BASE,4.5,69,Great,Blinker Private Party - Denver,nan,nan,80202,RWD,Blue,"$50,853",NOT HOT,Black,24000,Model 3,,1,38400,nan,Automatic,5YJ3E1EA3JF014628,2018
CARFAX Report,P100D,4.7,25,Good,My Car Store,4.2,13,76164,AWD,Gray,"$104,001",NOT HOT,Black,19214,Model S,,more than 1,102000,nan,Automatic,5YJSA1E46HF186471,2017
Free CARFAX 1-Owner Report,75D,4.7,25,Good,Highline Motor Cars,4.7,91,08088,AWD,Silver,"$63,312",NOT HOT,Black,30207,Model S,,1,58995,nan,Automatic,5YJSA1E26HF199672,2017
Free CARFAX 1-Owner Report,75D,4.8,27,Fair,Las Vegas Auto Sport,3.4,10,89103,RWD,Black,"$41,770",NOT HOT,Black,46579,Model S,,1,42499,nan,Automatic,5YJSA1E1XGF132384,2016
Free CARFAX Report,Performance,4.9,33,,Absolute Motors Inc,5.0,13,22192,RWD,Blue,,NOT HOT,Beige,39780,Model S,,more than 1,41989,nan,Automatic,5YJSA1H16EFP35163,2014
Free CARFAX 1-Owner Report,100D,4.7,25,Fair,Mark Motors,nan,nan,78006,AWD,Silver,"$68,622",NOT HOT,White,14944,Model S,,1,79888,nan,Automatic,5YJSA1E23HF209607,2017
Free CARFAX 1-Owner Report,Base,4.9,47,Good,Fortune Motor Group,4.8,249,60085,4x2/2-wheel drive,Silver,"$34,706",NOT HOT,Gray,33455,Model S,,1,32910,nan,Automatic,5YJSA1DN1DFP21582,2013
Free CARFAX 1-Owner Report,P100D,5.0,12,Good,TRED Private Seller (Downtown LA),nan,nan,90017,AWD,Black,"$122,984",NOT HOT,Other,47095,Model X,,1,119000,nan,Automatic,5YJXCBE45GF028210,2016
Free CARFAX 1-Owner Report,90D,4.8,27,Good,Midway Automotive,4.8,974,02351,AWD,Other,"$57,693",NOT HOT,Beige,29042,Model S,,1,53311,nan,Automatic,5YJSA1E21GF124179,2016
